target_date,expected_revenue,realized_revenue,net_revenue,soc_initial,soc_terminal,solve_time_s
2025-03-29,11645208.559542295,2960532.690126491,2633636.3758621397,100.0,100.0,0.8191449642181396
2025-03-30,11053610.280911265,1074306.506898669,871971.6147993631,100.0,100.0,0.8727107048034668
2025-03-31,10802109.176247884,1644209.4176001542,1371206.1076491284,100.0,100.0,0.8217983245849609
2025-04-01,10786799.518441044,1761684.72443899,1516072.4217421971,100.0,100.0,0.8390059471130371
2025-04-02,11274192.457362784,981476.28877964,697135.8549839733,100.0,100.0,0.8476359844207764
2025-04-03,13269351.84303977,1804685.2091748016,1552346.3357912574,100.0,100.0,0.9747200012207031
2025-04-05,15847928.071462253,726633.7401510777,518177.8887717055,100.0,100.0,0.904090166091919
2025-04-06,17665673.577440705,991680.2038567485,791531.5417315996,100.0,100.0,1.350818157196045
2025-04-07,17848659.52910684,1896867.7832240178,1684253.4311077474,100.0,100.0,0.8912739753723145
2025-04-08,17743646.600163553,1503607.7626141128,1253036.636688285,100.0,100.0,0.9839010238647461
2025-04-09,17165718.393433094,2046221.318562277,1717888.0689172945,100.0,100.0,0.8776750564575195
2025-04-10,16593012.721499952,4425401.390722862,4212206.122604504,100.0,100.0,0.8421010971069336
2025-04-11,14831479.915575081,4559665.197021517,4353291.487566004,100.0,100.0,0.84356689453125
2025-04-12,13399871.21181988,982791.5865508048,782339.1689629031,100.0,100.0,0.8561639785766602
2025-04-13,12855551.477444496,718331.6282484806,522024.257291581,100.0,100.0,0.8596889972686768
2025-04-14,13226911.61194694,2184691.665840799,1981272.957596922,100.0,100.0,0.9032602310180664
2025-04-15,13738683.40193628,1042635.32775218,834021.0506621036,100.0,100.0,0.8965997695922852
2025-04-16,15521598.902293365,939031.9514554824,727900.396397123,100.0,100.0,0.8515913486480713
2025-04-17,15768783.226148486,1985734.8754491669,1771758.6789241508,100.0,100.0,0.8503010272979736
2025-04-18,16304895.19815244,3254859.530262398,3045451.1373704504,100.0,100.0,0.8588509559631348
2025-04-19,15227812.603563573,2160782.094672256,1953623.424232034,100.0,100.0,0.8719589710235596
2025-04-20,14349093.645570925,2121815.6106816987,1912822.9828317862,100.0,100.0,0.886667013168335
2025-04-21,14945217.180589516,2233867.413858516,1944472.2588761149,100.0,100.0,0.8785359859466553
2025-04-22,15480342.835147362,1996254.0651696548,1776334.5200565364,100.0,100.0,0.8939940929412842
2025-04-23,14465989.973396,1146173.1652613063,926641.5281118726,100.0,100.0,0.8714370727539062
2025-04-24,15518826.753663361,2231986.529911561,1945628.3333865902,100.0,100.0,0.8768141269683838
2025-04-25,16453580.452801589,1931181.7591627936,1572343.1180614545,100.0,100.0,0.8734421730041504
2025-04-26,17298648.64055514,1876773.5823003002,1517519.1860044997,100.0,100.0,0.8570771217346191
2025-04-27,16795971.91297328,3569648.616064471,3220194.7365719154,100.0,100.0,0.8482775688171387
2025-04-28,16297634.598861067,2572490.3682371606,2358169.0918375417,100.0,100.0,0.90966796875
2025-04-29,15250262.9433972,2276766.0165197626,1992846.2974211161,100.0,100.0,0.8373780250549316
2025-04-30,14384822.238692943,2475695.4638866326,2263153.564688475,100.0,100.0,0.8097600936889648
2025-05-01,13090258.454449352,2122347.326607303,1919587.3507486535,100.0,100.0,0.8252248764038086
2025-05-02,11458817.390791276,3027794.3527631,2822842.1774989604,100.0,100.0,0.8881311416625977
2025-05-03,10119986.742137035,1950012.6202047884,1766329.8375808517,100.0,100.0,0.8324930667877197
2025-05-04,10060016.020701883,1339283.1253525217,1141983.8814914422,100.0,100.0,0.8298330307006836
2025-05-05,9718195.240041142,2009823.3233154588,1941610.4300068498,100.0,100.0,0.825157880783081
2025-05-06,9288233.525672881,2410869.4623310207,2306011.4152405635,100.0,100.0,0.8147430419921875
2025-05-07,9433314.79770992,1218024.0610361942,1015329.3896274887,100.0,100.0,0.8426170349121094
2025-05-08,9646550.549778352,805864.5516625145,602764.6383366557,100.0,100.0,0.9111640453338623
2025-05-09,10161544.920862785,1047028.9989189832,899035.2997281246,100.0,100.0,0.8457469940185547
2025-05-10,10299552.845271021,1149619.6355591281,902739.9136514289,100.0,100.0,0.8261139392852783
2025-05-11,11937087.24200163,1576571.6710960306,1365022.2046024364,100.0,100.0,0.8498899936676025
2025-05-12,12627142.736548299,1667542.4964408493,1487647.8393585943,100.0,100.0,0.8649451732635498
2025-05-13,12769463.236968419,2010107.0173711146,1758811.8645271386,100.0,100.0,0.8696079254150391
2025-05-14,12787280.273703976,1790124.8638332132,1571038.5864156175,100.0,100.0,0.8638808727264404
2025-05-15,13113814.471785512,1533366.4073228606,1314054.204307618,100.0,100.0,0.8615407943725586
2025-05-16,13863914.816336023,2274129.458647489,1986809.2634483916,100.0,100.0,0.8551177978515625
2025-05-17,13685036.803553354,3080126.2442324194,2905074.331745322,100.0,100.0,0.8732619285583496
2025-05-18,12538606.240249155,2344772.200077856,2139742.318343467,100.0,100.0,0.966498851776123
2025-05-19,12110915.149916723,1327246.8409908856,1116648.7252499342,100.0,100.0,0.8735818862915039
2025-05-20,11602340.319600254,1436682.8153661434,1221654.544135359,100.0,100.0,0.8790359497070312
2025-05-21,11077111.446527643,2901796.100785782,2657696.7854588996,100.0,100.0,0.8577859401702881
2025-05-22,10758986.80415833,3377095.050663541,3136913.7045008256,100.0,100.0,0.9258008003234863
2025-05-23,9354023.778155182,960462.527926899,754941.4007221129,100.0,100.0,0.8511679172515869
2025-05-24,10024238.361937683,1468531.6236220496,1268095.7939555869,100.0,100.0,0.8569128513336182
2025-05-25,9647869.993895512,1894537.4286454224,1698084.7860234627,100.0,100.0,0.8671011924743652
2025-05-26,8807107.9921686,1128442.9960555544,889201.3614033759,100.0,100.0,0.8588442802429199
2025-05-27,8509281.827508451,1300083.5838928544,1127266.647095578,100.0,100.0,0.8560779094696045
2025-05-28,8558217.53744906,1240577.6668855632,1006277.7651090454,100.0,100.0,0.8449530601501465
2025-05-29,8018305.894605657,1096525.4991983436,928249.8204701195,100.0,100.0,0.8549630641937256
2025-05-30,8524320.595438682,1535540.644125996,1340741.883168886,100.0,100.0,0.8355841636657715
2025-05-31,8751569.203775626,1193557.157672238,999541.2130139158,100.0,100.0,0.8319017887115479
2025-06-01,9146490.591568336,517908.2683304297,325312.0581622793,100.0,100.0,0.8383650779724121
2025-06-02,10342952.089478843,916116.07880366,716315.7180511958,100.0,100.0,0.8344190120697021
2025-06-03,10840072.940287009,1100182.4963333032,831599.7503446259,100.0,100.0,0.8294298648834229
2025-06-04,11492520.995849006,1379069.5032822667,1175639.5568090125,100.0,100.0,0.8129117488861084
2025-06-05,12182162.785690615,1468744.960412775,1259587.0597064595,100.0,100.0,0.8047869205474854
2025-06-06,12245865.001204774,2548622.835609015,2332534.257271247,100.0,100.0,0.8159432411193848
2025-06-07,12511986.6547465,2091968.1343721622,1815226.5596686634,100.0,100.0,0.8033590316772461
2025-06-08,13052009.4836984,1864188.6555875454,1650489.4873499677,100.0,100.0,0.8255469799041748
2025-06-09,13237600.951246014,1383657.6271732198,1190011.0091907205,100.0,100.0,0.808150053024292
2025-06-10,13934523.368562764,1453855.7571632443,1238481.654761958,100.0,100.0,0.8269779682159424
2025-06-11,14131772.846072948,2172184.529109425,1954328.1555986977,100.0,100.0,0.8369429111480713
2025-06-12,14536390.342030846,2123524.639509747,1908054.1834058347,100.0,100.0,0.8453750610351562
2025-06-13,14318422.404699916,2356118.6818215023,2137648.7600273164,100.0,100.0,0.857633113861084
2025-06-14,12721905.06284869,2963623.8225581534,2620943.396847944,100.0,100.0,0.8284430503845215
2025-06-15,11167375.956911555,1981884.4349693619,1769899.473129798,100.0,100.0,0.8037188053131104
2025-06-16,9874505.372280065,2318373.849446206,2134456.4125508615,100.0,100.0,0.8336331844329834
2025-06-17,9147971.665161284,2630373.0544385333,2427160.852335822,100.0,100.0,0.8206250667572021
2025-06-18,8180792.082917313,997536.5255165856,801191.2928840981,100.0,100.0,0.848167896270752
2025-06-19,6173953.659551441,420460.7362936345,224441.56665467695,100.0,100.0,0.6984760761260986
2025-06-20,4537873.046376685,751127.9060448287,575824.7446300181,100.0,100.0,0.6599397659301758
2025-06-21,3614493.330975339,662117.5886305452,555735.9370543541,100.0,100.0,0.4703638553619385
2025-06-22,2968779.16293539,696510.0526734745,501920.5867698052,100.0,100.0,0.3511030673980713
2025-06-23,2283747.9370742715,1297588.6448472133,1191941.4380837216,100.0,100.0,0.22613096237182617
2025-06-24,706191.5116003456,958545.8200684024,721352.5990163924,100.0,100.0,0.12728285789489746
